Symbol,Type,Entry Time,Entry Price,Exit Time,Exit Price,PnL,Cumulative PnL,Exit Reason
NIFTY 50,Long,2021-06-14 13:20:00,15781.55,2021-06-14 15:15:00,15816.65,35.10,1287.30,EOD SquareOff
NIFTY 50,Long,2021-06-16 09:20:00,15869.45,2021-06-16 09:45:00,15836.65,-32.80,1254.50,StopLoss
NIFTY 50,Short,2021-06-18 09:20:00,15727.65,2021-06-18 09:25:00,15734.0,-6.35,1248.15,StopLoss
NIFTY 50,Short,2021-06-21 10:10:00,15596.65,2021-06-21 10:15:00,15609.3,-12.65,1235.50,StopLoss
NIFTY 50,Short,2021-06-23 09:15:00,15823.0,2021-06-23 12:45:00,15723.0,100.0,1335.50,TakeProfit
NIFTY 50,Short,2021-06-24 09:15:00,15732.05,2021-06-24 09:25:00,15742.2,-10.15,1325.35,StopLoss
NIFTY 50,Short,2021-06-25 09:20:00,15802.65,2021-06-25 09:30:00,15825.45,-22.80,1302.55,StopLoss
NIFTY 50,Short,2021-06-28 10:35:00,15832.0,2021-06-28 13:15:00,15850.95,-18.95,1283.60,StopLoss
NIFTY 50,Long,2021-06-29 09:35:00,15834.85,2021-06-29 09:45:00,15821.45,-13.40,1270.20,StopLoss
NIFTY 50,Long,2021-06-30 09:15:00,15804.6,2021-06-30 09:30:00,15776.9,-27.7,1242.50,StopLoss
NIFTY 50,Short,2021-07-01 09:15:00,15725.0,2021-07-01 15:15:00,15680.15,44.85,1287.35,EOD SquareOff
NIFTY 50,Short,2021-07-02 09:15:00,15685.45,2021-07-02 13:00:00,15706.2,-20.75,1266.60,StopLoss
NIFTY 50,Long,2021-07-06 09:15:00,15859.9,2021-07-06 15:05:00,15813.75,-46.15,1220.45,StopLoss
NIFTY 50,Long,2021-07-07 09:25:00,15839.05,2021-07-07 09:40:00,15830.1,-8.95,1211.50,StopLoss
NIFTY 50,Long,2021-07-08 09:15:00,15870.95,2021-07-08 09:50:00,15855.4,-15.55,1195.95,StopLoss
NIFTY 50,Short,2021-07-12 13:15:00,15698.65,2021-07-12 13:25:00,15701.7,-3.05,1192.90,StopLoss
NIFTY 50,Short,2021-07-14 09:15:00,15789.75,2021-07-14 09:20:00,15810.55,-20.80,1172.10,StopLoss
NIFTY 50,Short,2021-07-16 10:20:00,15913.75,2021-07-16 10:25:00,15924.05,-10.30,1161.80,StopLoss
NIFTY 50,Short,2021-07-23 09:30:00,15782.7,2021-07-23 10:15:00,15853.85,-71.15,1090.65,StopLoss
NIFTY 50,Short,2021-07-26 09:15:00,15830.0,2021-07-26 09:20:00,15849.3,-19.3,1071.35,StopLoss
NIFTY 50,Short,2021-07-27 09:40:00,15852.25,2021-07-27 09:55:00,15864.3,-12.05,1059.30,StopLoss
NIFTY 50,Short,2021-07-30 09:15:00,15792.6,2021-07-30 09:30:00,15800.6,-8.0,1051.30,StopLoss
NIFTY 50,Short,2021-08-05 09:25:00,16233.5,2021-08-05 09:50:00,16268.95,-35.45,1015.85,StopLoss
NIFTY 50,Long,2021-08-06 09:15:00,16316.25,2021-08-06 10:30:00,16276.25,-40.00,975.85,StopLoss
NIFTY 50,Long,2021-08-09 09:15:00,16296.6,2021-08-09 11:55:00,16256.45,-40.15,935.70,StopLoss
NIFTY 50,Short,2021-08-10 14:05:00,16244.9,2021-08-10 14:35:00,16271.0,-26.1,909.60,StopLoss
NIFTY 50,Short,2021-08-11 09:35:00,16268.9,2021-08-11 11:15:00,16168.9,100.0,1009.60,TakeProfit
NIFTY 50,Long,2021-08-16 09:15:00,16547.2,2021-08-16 09:30:00,16500.9,-46.3,963.30,StopLoss
NIFTY 50,Short,2021-08-17 09:15:00,16542.2,2021-08-17 09:20:00,16545.25,-3.05,960.25,StopLoss
NIFTY 50,Short,2021-08-18 12:55:00,16591.65,2021-08-18 15:15:00,16560.35,31.30,991.55,EOD SquareOff
NIFTY 50,Short,2021-08-23 10:30:00,16425.85,2021-08-23 11:05:00,16480.15,-54.30,937.25,StopLoss
NIFTY 50,Long,2021-08-26 09:25:00,16654.15,2021-08-26 12:45:00,16622.4,-31.75,905.50,StopLoss
NIFTY 50,Short,2021-08-27 09:15:00,16636.25,2021-08-27 09:20:00,16651.55,-15.30,890.20,StopLoss
NIFTY 50,Short,2021-09-01 11:05:00,17098.0,2021-09-01 11:15:00,17118.25,-20.25,869.95,StopLoss
NIFTY 50,Long,2021-09-02 09:15:00,17111.2,2021-09-02 14:00:00,17211.2,100.0,969.95,TakeProfit
NIFTY 50,Short,2021-09-07 09:15:00,17376.8,2021-09-07 12:35:00,17423.2,-46.4,923.55,StopLoss
NIFTY 50,Long,2021-09-08 09:15:00,17378.3,2021-09-08 09:30:00,17326.2,-52.1,871.45,StopLoss
NIFTY 50,Long,2021-09-09 09:15:00,17345.6,2021-09-09 09:30:00,17312.85,-32.75,838.70,StopLoss
NIFTY 50,Short,2021-09-13 09:15:00,17338.45,2021-09-13 12:50:00,17371.05,-32.60,806.10,StopLoss
NIFTY 50,Long,2021-09-15 09:15:00,17410.25,2021-09-15 13:40:00,17510.25,100.00,906.10,TakeProfit
NIFTY 50,Short,2021-09-17 12:05:00,17616.7,2021-09-17 12:10:00,17647.05,-30.35,875.75,StopLoss
NIFTY 50,Short,2021-09-21 09:15:00,17440.55,2021-09-21 11:15:00,17340.55,100.00,975.75,TakeProfit
NIFTY 50,Short,2021-09-22 11:30:00,17531.7,2021-09-22 11:40:00,17550.7,-19.0,956.75,StopLoss
NIFTY 50,Short,2021-09-27 10:00:00,17879.6,2021-09-27 10:10:00,17890.05,-10.45,946.30,StopLoss
NIFTY 50,Short,2021-09-28 09:15:00,17846.35,2021-09-28 12:00:00,17746.35,100.00,1046.30,TakeProfit
NIFTY 50,Long,2021-09-29 14:10:00,17736.8,2021-09-29 15:05:00,17710.75,-26.05,1020.25,StopLoss
NIFTY 50,Short,2021-09-30 09:15:00,17688.55,2021-09-30 12:00:00,17737.15,-48.60,971.65,StopLoss
NIFTY 50,Long,2021-10-05 09:15:00,17681.4,2021-10-05 14:05:00,17781.4,100.0,1071.65,TakeProfit
NIFTY 50,Short,2021-10-06 10:15:00,17793.8,2021-10-06 10:40:00,17832.15,-38.35,1033.30,StopLoss
NIFTY 50,Long,2021-10-11 09:15:00,17900.1,2021-10-11 11:05:00,18000.1,100.0,1133.30,TakeProfit
NIFTY 50,Long,2021-10-12 09:15:00,17969.25,2021-10-12 09:30:00,17915.8,-53.45,1079.85,StopLoss
NIFTY 50,Short,2021-10-19 10:05:00,18407.65,2021-10-19 10:15:00,18497.6,-89.95,989.90,StopLoss
NIFTY 50,Short,2021-10-20 09:15:00,18414.75,2021-10-20 10:05:00,18455.3,-40.55,949.35,StopLoss
NIFTY 50,Short,2021-10-21 09:15:00,18335.45,2021-10-21 10:15:00,18235.45,100.00,1049.35,TakeProfit
NIFTY 50,Long,2021-10-22 09:15:00,18249.9,2021-10-22 11:25:00,18206.15,-43.75,1005.60,StopLoss
NIFTY 50,Short,2021-10-25 09:15:00,18110.2,2021-10-25 09:45:00,18010.2,100.0,1105.60,TakeProfit
NIFTY 50,Short,2021-10-26 10:45:00,18132.55,2021-10-26 11:05:00,18165.4,-32.85,1072.75,StopLoss
NIFTY 50,Short,2021-10-27 09:15:00,18290.15,2021-10-27 09:20:00,18322.0,-31.85,1040.90,StopLoss
NIFTY 50,Short,2021-10-29 10:50:00,17901.75,2021-10-29 10:55:00,17911.5,-9.75,1031.15,StopLoss
NIFTY 50,Short,2021-11-01 09:20:00,17706.9,2021-11-01 10:00:00,17812.3,-105.4,925.75,StopLoss
NIFTY 50,Short,2021-11-02 10:30:00,17906.05,2021-11-02 11:10:00,17933.5,-27.45,898.30,StopLoss
NIFTY 50,Long,2021-11-03 11:35:00,17950.4,2021-11-03 11:45:00,17928.05,-22.35,875.95,StopLoss
NIFTY 50,Short,2021-11-08 09:20:00,17865.6,2021-11-08 12:05:00,17946.35,-80.75,795.20,StopLoss
NIFTY 50,Short,2021-11-09 09:45:00,18056.3,2021-11-09 15:15:00,18050.7,5.6,800.80,EOD SquareOff
NIFTY 50,Long,2021-11-10 13:50:00,18036.1,2021-11-10 14:40:00,18027.0,-9.1,791.70,StopLoss
NIFTY 50,Short,2021-11-16 09:15:00,18076.8,2021-11-16 15:15:00,17986.25,90.55,882.25,EOD SquareOff
NIFTY 50,Short,2021-11-17 09:45:00,17974.15,2021-11-17 10:20:00,17992.8,-18.65,863.60,StopLoss
NIFTY 50,Long,2021-11-18 09:15:00,17933.3,2021-11-18 09:30:00,17877.95,-55.35,808.25,StopLoss
NIFTY 50,Short,2021-11-22 09:15:00,17682.2,2021-11-22 10:30:00,17582.2,100.0,908.25,TakeProfit
NIFTY 50,Long,2021-11-23 12:05:00,17483.55,2021-11-23 12:10:00,17462.55,-21.00,887.25,StopLoss
NIFTY 50,Long,2021-11-25 09:15:00,17440.85,2021-11-25 09:25:00,17379.1,-61.75,825.50,StopLoss
NIFTY 50,Short,2021-11-29 09:15:00,16837.3,2021-11-29 10:00:00,17065.65,-228.35,597.15,StopLoss
NIFTY 50,Short,2021-11-30 11:35:00,17017.65,2021-11-30 11:40:00,17059.35,-41.70,555.45,StopLoss
NIFTY 50,Long,2021-12-01 09:15:00,17175.5,2021-12-01 14:10:00,17085.1,-90.4,465.05,StopLoss
NIFTY 50,Long,2021-12-02 09:15:00,17225.45,2021-12-02 11:30:00,17325.45,100.00,565.05,TakeProfit
NIFTY 50,Long,2021-12-03 10:05:00,17383.65,2021-12-03 10:15:00,17362.9,-20.75,544.30,StopLoss
NIFTY 50,Short,2021-12-07 09:15:00,17042.5,2021-12-07 09:40:00,17058.55,-16.05,528.25,StopLoss
NIFTY 50,Short,2021-12-09 09:25:00,17431.3,2021-12-09 09:35:00,17460.7,-29.4,498.85,StopLoss
NIFTY 50,Long,2021-12-10 09:15:00,17484.0,2021-12-10 10:10:00,17437.5,-46.5,452.35,StopLoss
NIFTY 50,Short,2021-12-13 12:20:00,17481.7,2021-12-13 13:00:00,17381.7,100.0,552.35,TakeProfit
NIFTY 50,Short,2021-12-15 09:15:00,17312.5,2021-12-15 10:30:00,17212.5,100.0,652.35,TakeProfit
NIFTY 50,Short,2021-12-16 09:50:00,17261.55,2021-12-16 10:50:00,17290.15,-28.60,623.75,StopLoss
NIFTY 50,Short,2021-12-17 09:15:00,17201.05,2021-12-17 09:55:00,17101.05,100.00,723.75,TakeProfit
NIFTY 50,Short,2021-12-24 09:15:00,17054.65,2021-12-24 10:00:00,16954.65,100.00,823.75,TakeProfit
NIFTY 50,Long,2021-12-27 10:40:00,17015.5,2021-12-27 10:50:00,17005.65,-9.85,813.90,StopLoss
NIFTY 50,Long,2021-12-29 09:15:00,17250.6,2021-12-29 15:15:00,17207.0,-43.6,770.30,EOD SquareOff
NIFTY 50,Long,2021-12-30 09:15:00,17203.55,2021-12-30 15:15:00,17206.35,2.80,773.10,EOD SquareOff
NIFTY 50,Long,2022-01-04 09:40:00,17657.4,2022-01-04 14:35:00,17757.4,100.0,873.10,TakeProfit
NIFTY 50,Short,2022-01-05 09:35:00,17753.6,2022-01-05 09:40:00,17788.1,-34.5,838.60,StopLoss
NIFTY 50,Short,2022-01-07 12:40:00,17728.85,2022-01-07 12:55:00,17758.95,-30.10,808.50,StopLoss
NIFTY 50,Long,2022-01-11 09:15:00,18019.55,2022-01-11 09:40:00,17984.25,-35.30,773.20,StopLoss
NIFTY 50,Long,2022-01-13 10:10:00,18197.0,2022-01-13 10:15:00,18187.45,-9.55,763.65,StopLoss
NIFTY 50,Long,2022-01-14 09:35:00,18217.25,2022-01-14 10:00:00,18194.15,-23.10,740.55,StopLoss
NIFTY 50,Short,2022-01-18 09:35:00,18272.7,2022-01-18 14:50:00,18172.7,100.0,840.55,TakeProfit
NIFTY 50,Short,2022-01-24 09:20:00,17531.85,2022-01-24 09:35:00,17431.85,100.00,940.55,TakeProfit
NIFTY 50,Short,2022-01-25 10:00:00,17129.3,2022-01-25 10:45:00,17029.3,100.0,1040.55,TakeProfit
NIFTY 50,Long,2022-01-27 13:50:00,17055.5,2022-01-27 13:55:00,17041.4,-14.1,1026.45,StopLoss
NIFTY 50,Short,2022-01-28 14:15:00,17164.2,2022-01-28 14:20:00,17174.4,-10.2,1016.25,StopLoss
NIFTY 50,Short,2022-02-01 13:10:00,17278.0,2022-02-01 13:25:00,17444.4,-166.4,849.85,StopLoss
NIFTY 50,Short,2022-02-03 09:15:00,17751.35,2022-02-03 11:50:00,17651.35,100.00,949.85,TakeProfit
NIFTY 50,Short,2022-02-04 09:15:00,17500.2,2022-02-04 09:25:00,17590.2,-90.0,859.85,StopLoss
NIFTY 50,Long,2022-02-07 09:15:00,17528.05,2022-02-07 09:25:00,17437.0,-91.05,768.80,StopLoss
NIFTY 50,Short,2022-02-08 09:15:00,17279.5,2022-02-08 09:25:00,17179.5,100.0,868.80,TakeProfit
NIFTY 50,Long,2022-02-10 09:45:00,17460.45,2022-02-10 09:55:00,17445.8,-14.65,854.15,StopLoss
NIFTY 50,Long,2022-02-15 09:15:00,16982.4,2022-02-15 09:40:00,16902.5,-79.9,774.25,StopLoss
NIFTY 50,Short,2022-02-16 11:00:00,17266.4,2022-02-16 11:05:00,17290.8,-24.4,749.85,StopLoss
NIFTY 50,Short,2022-02-17 09:25:00,17365.35,2022-02-17 10:25:00,17265.35,100.00,849.85,TakeProfit
NIFTY 50,Long,2022-02-18 09:30:00,17312.2,2022-02-18 09:35:00,17285.5,-26.7,823.15,StopLoss
NIFTY 50,Long,2022-02-21 11:45:00,17274.15,2022-02-21 11:50:00,17266.85,-7.30,815.85,StopLoss
NIFTY 50,Long,2022-02-28 11:20:00,16624.7,2022-02-28 12:30:00,16724.7,100.0,915.85,TakeProfit
NIFTY 50,Long,2022-03-02 09:15:00,16612.3,2022-03-02 09:55:00,16562.4,-49.9,865.95,StopLoss
NIFTY 50,Long,2022-03-03 10:20:00,16629.65,2022-03-03 12:15:00,16607.0,-22.65,843.30,StopLoss
NIFTY 50,Short,2022-03-08 14:10:00,15858.3,2022-03-08 14:30:00,15911.15,-52.85,790.45,StopLoss
NIFTY 50,Long,2022-03-11 09:25:00,16616.95,2022-03-11 10:25:00,16569.35,-47.60,742.85,StopLoss
NIFTY 50,Long,2022-03-14 09:45:00,16641.75,2022-03-14 11:20:00,16741.75,100.00,842.85,TakeProfit
NIFTY 50,Long,2022-03-15 09:40:00,16845.55,2022-03-15 09:45:00,16826.45,-19.10,823.75,StopLoss
NIFTY 50,Short,2022-03-21 09:15:00,17280.4,2022-03-21 12:35:00,17180.4,100.0,923.75,TakeProfit
NIFTY 50,Long,2022-03-22 12:40:00,17138.55,2022-03-22 13:15:00,17238.55,100.00,1023.75,TakeProfit
NIFTY 50,Short,2022-03-23 12:00:00,17273.25,2022-03-23 14:30:00,17299.35,-26.10,997.65,StopLoss
NIFTY 50,Long,2022-03-24 09:55:00,17257.6,2022-03-24 10:15:00,17227.5,-30.1,967.55,StopLoss
NIFTY 50,Short,2022-03-25 09:20:00,17202.1,2022-03-25 10:00:00,17240.3,-38.2,929.35,StopLoss
NIFTY 50,Short,2022-03-28 09:15:00,17158.65,2022-03-28 09:45:00,17058.65,100.00,1029.35,TakeProfit
NIFTY 50,Long,2022-03-31 11:55:00,17474.45,2022-03-31 12:05:00,17464.25,-10.20,1019.15,StopLoss
NIFTY 50,Long,2022-04-01 09:15:00,17481.6,2022-04-01 13:35:00,17581.6,100.0,1119.15,TakeProfit
NIFTY 50,Short,2022-04-05 09:35:00,17996.8,2022-04-05 13:05:00,18040.7,-43.9,1075.25,StopLoss
NIFTY 50,Short,2022-04-08 09:15:00,17691.15,2022-04-08 12:15:00,17721.95,-30.80,1044.45,StopLoss
NIFTY 50,Short,2022-04-11 09:15:00,17711.75,2022-04-11 13:15:00,17754.7,-42.95,1001.50,StopLoss
NIFTY 50,Short,2022-04-13 11:40:00,17516.95,2022-04-13 11:50:00,17537.85,-20.90,980.60,StopLoss
NIFTY 50,Short,2022-04-19 09:35:00,17168.5,2022-04-19 10:00:00,17192.6,-24.1,956.50,StopLoss
NIFTY 50,Long,2022-04-20 09:15:00,17061.3,2022-04-20 12:40:00,17161.3,100.0,1056.50,TakeProfit
NIFTY 50,Short,2022-04-29 14:20:00,17225.8,2022-04-29 14:30:00,17270.7,-44.9,1011.60,StopLoss
NIFTY 50,Short,2022-05-04 09:35:00,17044.15,2022-05-04 10:45:00,16944.15,100.00,1111.60,TakeProfit
NIFTY 50,Short,2022-05-05 09:15:00,16824.1,2022-05-05 10:00:00,16858.65,-34.55,1077.05,StopLoss
NIFTY 50,Long,2022-05-10 09:15:00,16345.05,2022-05-10 15:00:00,16248.9,-96.15,980.90,StopLoss
NIFTY 50,Long,2022-05-11 09:15:00,16284.45,2022-05-11 09:20:00,16268.35,-16.10,964.80,StopLoss
NIFTY 50,Short,2022-05-13 14:15:00,15874.95,2022-05-13 15:05:00,15774.95,100.00,1064.80,TakeProfit
NIFTY 50,Short,2022-05-16 09:15:00,15781.25,2022-05-16 09:20:00,15852.3,-71.05,993.75,StopLoss
NIFTY 50,Long,2022-05-18 12:35:00,16264.4,2022-05-18 12:45:00,16219.9,-44.5,949.25,StopLoss
NIFTY 50,Long,2022-05-23 09:20:00,16279.45,2022-05-23 09:30:00,16231.85,-47.60,901.65,StopLoss
NIFTY 50,Long,2022-05-24 09:15:00,16234.15,2022-05-24 09:25:00,16195.4,-38.75,862.90,StopLoss
NIFTY 50,Short,2022-05-25 09:40:00,16163.7,2022-05-25 12:00:00,16063.7,100.0,962.90,TakeProfit
NIFTY 50,Short,2022-05-26 09:15:00,16086.2,2022-05-26 10:25:00,15986.2,100.0,1062.90,TakeProfit
NIFTY 50,Long,2022-05-31 10:25:00,16605.3,2022-05-31 15:10:00,16585.1,-20.2,1042.70,StopLoss
NIFTY 50,Long,2022-06-01 09:15:00,16642.15,2022-06-01 09:45:00,16565.0,-77.15,965.55,StopLoss
NIFTY 50,Long,2022-06-02 10:10:00,16536.0,2022-06-02 10:25:00,16528.55,-7.45,958.10,StopLoss
NIFTY 50,Short,2022-06-08 09:15:00,16410.75,2022-06-08 10:05:00,16310.75,100.00,1058.10,TakeProfit
NIFTY 50,Long,2022-06-09 10:25:00,16365.4,2022-06-09 11:25:00,16348.0,-17.4,1040.70,StopLoss
NIFTY 50,Short,2022-06-14 09:50:00,15752.85,2022-06-14 10:25:00,15783.4,-30.55,1010.15,StopLoss
NIFTY 50,Short,2022-06-15 09:15:00,15722.7,2022-06-15 12:40:00,15775.6,-52.9,957.25,StopLoss
NIFTY 50,Short,2022-06-16 10:20:00,15736.15,2022-06-16 10:35:00,15751.5,-15.35,941.90,StopLoss
NIFTY 50,Short,2022-06-20 09:15:00,15325.9,2022-06-20 09:35:00,15225.9,100.0,1041.90,TakeProfit
NIFTY 50,Long,2022-06-23 09:15:00,15470.65,2022-06-23 09:45:00,15570.65,100.00,1141.90,TakeProfit
NIFTY 50,Long,2022-06-29 11:30:00,15797.15,2022-06-29 11:35:00,15783.0,-14.15,1127.75,StopLoss
NIFTY 50,Long,2022-06-30 09:15:00,15852.8,2022-06-30 11:10:00,15774.5,-78.3,1049.45,StopLoss
NIFTY 50,Short,2022-07-04 09:15:00,15704.75,2022-07-04 13:05:00,15793.95,-89.20,960.25,StopLoss
NIFTY 50,Long,2022-07-06 09:15:00,15859.3,2022-07-06 09:40:00,15818.2,-41.1,919.15,StopLoss
NIFTY 50,Long,2022-07-11 14:05:00,16214.65,2022-07-11 15:15:00,16208.4,-6.25,912.90,EOD SquareOff
NIFTY 50,Short,2022-07-13 10:20:00,16085.85,2022-07-13 13:25:00,15985.85,100.00,1012.90,TakeProfit
NIFTY 50,Long,2022-07-14 09:15:00,16024.85,2022-07-14 11:15:00,15995.15,-29.70,983.20,StopLoss
NIFTY 50,Short,2022-07-15 10:00:00,15967.95,2022-07-15 10:10:00,15985.85,-17.90,965.30,StopLoss
NIFTY 50,Long,2022-07-19 09:15:00,16239.75,2022-07-19 14:35:00,16339.75,100.00,1065.30,TakeProfit
NIFTY 50,Short,2022-07-21 09:15:00,16513.75,2022-07-21 09:30:00,16523.55,-9.80,1055.50,StopLoss
NIFTY 50,Long,2022-07-25 09:15:00,16683.3,2022-07-25 09:30:00,16656.35,-26.95,1028.55,StopLoss
NIFTY 50,Short,2022-07-26 09:15:00,16553.35,2022-07-26 15:15:00,16478.45,74.90,1103.45,EOD SquareOff
NIFTY 50,Long,2022-07-27 09:15:00,16503.3,2022-07-27 09:20:00,16463.75,-39.55,1063.90,StopLoss
NIFTY 50,Short,2022-08-02 09:15:00,17295.95,2022-08-02 09:20:00,17310.15,-14.20,1049.70,StopLoss
NIFTY 50,Short,2022-08-03 09:35:00,17301.75,2022-08-03 14:40:00,17333.7,-31.95,1017.75,StopLoss
NIFTY 50,Short,2022-08-04 11:15:00,17360.55,2022-08-04 11:30:00,17260.55,100.00,1117.75,TakeProfit
NIFTY 50,Long,2022-08-05 14:30:00,17377.0,2022-08-05 15:15:00,17399.9,22.9,1140.65,EOD SquareOff
NIFTY 50,Short,2022-08-08 09:15:00,17367.95,2022-08-08 09:25:00,17421.4,-53.45,1087.20,StopLoss
NIFTY 50,Short,2022-08-10 09:15:00,17510.85,2022-08-10 15:15:00,17534.0,-23.15,1064.05,EOD SquareOff
NIFTY 50,Short,2022-08-12 09:15:00,17642.45,2022-08-12 09:50:00,17659.9,-17.45,1046.60,StopLoss
NIFTY 50,Long,2022-08-18 09:15:00,17914.65,2022-08-18 09:25:00,17885.65,-29.00,1017.60,StopLoss
NIFTY 50,Short,2022-08-19 09:35:00,17937.1,2022-08-19 09:40:00,17957.9,-20.8,996.80,StopLoss
NIFTY 50,Long,2022-08-23 09:35:00,17528.6,2022-08-23 10:35:00,17479.2,-49.4,947.40,StopLoss
NIFTY 50,Long,2022-08-24 09:15:00,17575.3,2022-08-24 09:35:00,17525.45,-49.85,897.55,StopLoss
NIFTY 50,Short,2022-08-26 10:40:00,17599.25,2022-08-26 11:50:00,17618.35,-19.10,878.45,StopLoss
NIFTY 50,Long,2022-09-01 09:35:00,17605.4,2022-09-01 12:55:00,17564.3,-41.1,837.35,StopLoss
NIFTY 50,Short,2022-09-02 09:15:00,17582.75,2022-09-02 10:10:00,17482.75,100.00,937.35,TakeProfit
NIFTY 50,Long,2022-09-05 09:15:00,17612.0,2022-09-05 15:15:00,17666.25,54.25,991.60,EOD SquareOff
NIFTY 50,Short,2022-09-06 10:10:00,17641.15,2022-09-06 11:05:00,17650.05,-8.90,982.70,StopLoss
NIFTY 50,Long,2022-09-14 13:10:00,18055.9,2022-09-14 13:20:00,18043.1,-12.8,969.90,StopLoss
NIFTY 50,Short,2022-09-15 09:55:00,17976.7,2022-09-15 11:10:00,17876.7,100.0,1069.90,TakeProfit
NIFTY 50,Long,2022-09-19 09:45:00,17581.55,2022-09-19 15:15:00,17620.1,38.55,1108.45,EOD SquareOff
NIFTY 50,Long,2022-09-21 09:15:00,17790.65,2022-09-21 09:45:00,17766.35,-24.30,1084.15,StopLoss
NIFTY 50,Short,2022-09-23 09:15:00,17569.7,2022-09-23 09:35:00,17469.7,100.0,1184.15,TakeProfit
NIFTY 50,Long,2022-09-27 09:15:00,17131.7,2022-09-27 09:45:00,17061.1,-70.6,1113.55,StopLoss
NIFTY 50,Short,2022-09-29 11:10:00,16929.1,2022-09-29 11:20:00,16939.6,-10.5,1103.05,StopLoss
NIFTY 50,Long,2022-09-30 10:15:00,16885.95,2022-09-30 12:00:00,16985.95,100.00,1203.05,TakeProfit
NIFTY 50,Short,2022-10-03 09:15:00,17071.95,2022-10-03 09:20:00,17102.1,-30.15,1172.90,StopLoss
NIFTY 50,Short,2022-10-10 12:55:00,17270.15,2022-10-10 14:00:00,17170.15,100.00,1272.90,TakeProfit
NIFTY 50,Short,2022-10-11 09:15:00,17185.5,2022-10-11 14:25:00,17085.5,100.0,1372.90,TakeProfit
NIFTY 50,Short,2022-10-12 09:15:00,17011.85,2022-10-12 09:25:00,17034.2,-22.35,1350.55,StopLoss
NIFTY 50,Long,2022-10-13 09:15:00,17088.3,2022-10-13 09:20:00,17080.0,-8.3,1342.25,StopLoss
NIFTY 50,Long,2022-10-17 10:15:00,17239.15,2022-10-17 10:25:00,17218.95,-20.20,1322.05,StopLoss
NIFTY 50,Long,2022-10-20 14:35:00,17542.4,2022-10-20 15:15:00,17580.15,37.75,1359.80,EOD SquareOff
NIFTY 50,Short,2022-10-21 14:25:00,17531.0,2022-10-21 15:05:00,17576.6,-45.6,1314.20,StopLoss
NIFTY 50,Short,2022-10-25 09:15:00,17741.6,2022-10-25 15:15:00,17651.45,90.15,1404.35,EOD SquareOff
NIFTY 50,Long,2022-10-27 10:15:00,17731.45,2022-10-27 11:20:00,17718.4,-13.05,1391.30,StopLoss
NIFTY 50,Short,2022-10-28 12:55:00,17743.35,2022-10-28 13:00:00,17747.3,-3.95,1387.35,StopLoss
NIFTY 50,Short,2022-11-02 09:15:00,18128.85,2022-11-02 15:15:00,18081.7,47.15,1434.50,EOD SquareOff
NIFTY 50,Long,2022-11-03 10:15:00,18088.45,2022-11-03 10:45:00,18081.7,-6.75,1427.75,StopLoss
NIFTY 50,Short,2022-11-04 09:45:00,18041.75,2022-11-04 14:30:00,18067.25,-25.50,1402.25,StopLoss
NIFTY 50,Short,2022-11-07 13:00:00,18105.7,2022-11-07 14:00:00,18123.9,-18.2,1384.05,StopLoss
NIFTY 50,Short,2022-11-09 10:55:00,18191.15,2022-11-09 11:50:00,18200.55,-9.40,1374.65,StopLoss
NIFTY 50,Long,2022-11-14 09:15:00,18379.2,2022-11-14 10:15:00,18339.25,-39.95,1334.70,StopLoss
NIFTY 50,Long,2022-11-15 09:15:00,18365.6,2022-11-15 09:20:00,18345.35,-20.25,1314.45,StopLoss
NIFTY 50,Short,2022-11-16 09:15:00,18379.05,2022-11-16 10:15:00,18414.9,-35.85,1278.60,StopLoss
NIFTY 50,Long,2022-11-17 09:20:00,18385.55,2022-11-17 09:30:00,18375.0,-10.55,1268.05,StopLoss
NIFTY 50,Short,2022-11-18 09:15:00,18344.75,2022-11-18 11:00:00,18244.75,100.00,1368.05,TakeProfit
NIFTY 50,Short,2022-11-22 09:15:00,18164.7,2022-11-22 09:50:00,18191.45,-26.75,1341.30,StopLoss
NIFTY 50,Short,2022-11-25 09:15:00,18468.95,2022-11-25 15:10:00,18528.45,-59.50,1281.80,StopLoss
NIFTY 50,Long,2022-11-28 09:15:00,18500.6,2022-11-28 12:25:00,18600.6,100.0,1381.80,TakeProfit
NIFTY 50,Short,2022-12-05 09:15:00,18668.05,2022-12-05 15:15:00,18707.8,-39.75,1342.05,EOD SquareOff
NIFTY 50,Short,2022-12-07 09:15:00,18635.5,2022-12-07 09:50:00,18654.0,-18.5,1323.55,StopLoss
NIFTY 50,Short,2022-12-08 09:15:00,18553.95,2022-12-08 09:45:00,18581.25,-27.30,1296.25,StopLoss
NIFTY 50,Short,2022-12-09 10:15:00,18602.45,2022-12-09 12:35:00,18502.45,100.00,1396.25,TakeProfit
NIFTY 50,Short,2022-12-12 10:30:00,18495.5,2022-12-12 10:40:00,18509.5,-14.0,1382.25,StopLoss
NIFTY 50,Long,2022-12-15 09:15:00,18630.95,2022-12-15 09:25:00,18612.5,-18.45,1363.80,StopLoss
NIFTY 50,Short,2022-12-16 09:35:00,18396.85,2022-12-16 10:45:00,18296.85,100.00,1463.80,TakeProfit
NIFTY 50,Short,2022-12-19 09:15:00,18268.3,2022-12-19 09:35:00,18306.25,-37.95,1425.85,StopLoss
NIFTY 50,Short,2022-12-20 09:15:00,18324.4,2022-12-20 09:35:00,18224.4,100.0,1525.85,TakeProfit
