Symbol,Type,Entry Time,Entry Price,Exit Time,Exit Price,PnL,Cumulative PnL
NIFTY 50,Short,2018-03-26 14:10:00,10072.45,2018-03-26 14:15:00,10075.0,-2.55,-362.35
NIFTY 50,Short,2018-03-26 15:15:00,10125.8,2018-03-26 15:25:00,10140.8,-15.0,-377.35
NIFTY 50,Short,2018-03-27 09:45:00,10186.4,2018-03-27 12:05:00,10172.15,14.25,-363.10
NIFTY 50,Short,2018-05-25 14:15:00,10611.15,2018-05-25 14:20:00,10623.55,-12.40,-375.50
NIFTY 50,Short,2018-06-25 09:15:00,10804.8,2018-06-25 11:35:00,10802.15,2.65,-372.85
NIFTY 50,Short,2018-07-24 10:00:00,11130.15,2018-07-24 11:45:00,11137.55,-7.40,-380.25
NIFTY 50,Short,2018-08-06 09:45:00,11405.05,2018-08-06 10:55:00,11408.55,-3.50,-383.75
NIFTY 50,Long,2018-09-12 09:15:00,11308.3,2018-09-12 11:20:00,11298.8,-9.5,-393.25
NIFTY 50,Short,2018-11-13 14:25:00,10565.1,2018-11-13 14:30:00,10570.3,-5.2,-398.45
NIFTY 50,Short,2018-12-12 15:25:00,10736.9,2018-12-13 09:15:00,10792.0,-55.1,-453.55
NIFTY 50,Short,2018-12-13 09:30:00,10792.95,2018-12-13 12:20:00,10796.2,-3.25,-456.80
NIFTY 50,Short,2019-01-15 11:10:00,10840.75,2019-01-15 11:25:00,10849.15,-8.40,-465.20
NIFTY 50,Short,2019-01-31 13:50:00,10794.6,2019-01-31 13:55:00,10804.8,-10.2,-475.40
NIFTY 50,Short,2019-03-06 09:30:00,11031.95,2019-03-06 11:30:00,11039.5,-7.55,-482.95
NIFTY 50,Short,2019-03-12 10:45:00,11295.7,2019-03-12 12:50:00,11281.9,13.8,-469.15
NIFTY 50,Short,2019-03-27 09:30:00,11526.75,2019-03-27 10:50:00,11544.8,-18.05,-487.20
NIFTY 50,Short,2019-04-25 09:40:00,11740.4,2019-04-25 10:40:00,11769.25,-28.85,-516.05
NIFTY 50,Long,2019-05-08 09:45:00,11438.95,2019-05-08 09:50:00,11431.05,-7.90,-523.95
NIFTY 50,Long,2019-05-08 10:00:00,11429.0,2019-05-08 10:10:00,11423.75,-5.25,-529.20
NIFTY 50,Long,2019-05-08 10:20:00,11415.65,2019-05-08 12:45:00,11392.95,-22.70,-551.90
NIFTY 50,Short,2019-05-14 14:45:00,11227.6,2019-05-15 10:00:00,11253.25,-25.65,-577.55
NIFTY 50,Short,2019-05-20 10:35:00,11687.0,2019-05-20 11:25:00,11693.8,-6.8,-584.35
NIFTY 50,Short,2019-05-20 13:50:00,11770.55,2019-05-20 14:05:00,11797.1,-26.55,-610.90
NIFTY 50,Short,2019-05-20 14:20:00,11801.1,2019-05-20 15:00:00,11837.25,-36.15,-647.05
NIFTY 50,Short,2019-05-23 10:45:00,12003.7,2019-05-23 12:45:00,11829.25,174.45,-472.60
NIFTY 50,Short,2019-08-09 09:35:00,11086.45,2019-08-09 10:20:00,11122.3,-35.85,-508.45
NIFTY 50,Short,2019-08-26 14:25:00,11046.95,2019-08-26 15:15:00,11064.85,-17.90,-526.35
NIFTY 50,Short,2019-08-27 09:25:00,11100.85,2019-08-27 10:25:00,11120.4,-19.55,-545.90
NIFTY 50,Short,2019-09-20 12:20:00,11242.25,2019-09-20 13:40:00,11298.2,-55.95,-601.85
NIFTY 50,Short,2019-10-10 09:15:00,11277.55,2019-10-10 10:05:00,11285.5,-7.95,-609.80
NIFTY 50,Short,2019-10-29 13:30:00,11793.95,2019-10-29 13:55:00,11800.55,-6.60,-616.40
NIFTY 50,Short,2019-11-20 10:55:00,12027.15,2019-11-20 12:10:00,12027.7,-0.55,-616.95
NIFTY 50,Short,2020-01-09 10:50:00,12177.15,2020-01-09 11:40:00,12186.0,-8.85,-625.80
NIFTY 50,Short,2020-02-04 11:25:00,11919.25,2020-02-04 11:30:00,11936.5,-17.25,-643.05
NIFTY 50,Short,2020-02-19 09:30:00,12071.7,2020-02-19 09:35:00,12077.95,-6.25,-649.30
NIFTY 50,Long,2020-02-24 15:25:00,11835.85,2020-02-25 11:25:00,11831.45,-4.40,-653.70
NIFTY 50,Long,2020-03-12 11:10:00,9734.05,2020-03-12 13:55:00,9764.0,29.95,-623.75
NIFTY 50,Long,2020-03-13 10:20:00,9115.45,2020-03-13 13:25:00,9964.45,849.00,225.25
NIFTY 50,Short,2020-03-25 13:30:00,8189.3,2020-03-25 13:40:00,8266.15,-76.85,148.40
NIFTY 50,Short,2020-03-26 10:25:00,8655.75,2020-03-26 11:55:00,8657.95,-2.20,146.20
NIFTY 50,Short,2020-04-07 14:05:00,8674.8,2020-04-07 14:15:00,8715.5,-40.7,105.50
NIFTY 50,Short,2020-04-07 15:15:00,8786.75,2020-04-08 09:40:00,8894.55,-107.80,-2.30
NIFTY 50,Short,2020-04-20 09:30:00,9296.75,2020-04-20 10:25:00,9316.35,-19.60,-21.90
NIFTY 50,Short,2020-05-27 14:10:00,9269.95,2020-05-27 15:05:00,9315.7,-45.75,-67.65
NIFTY 50,Short,2020-05-28 09:55:00,9402.5,2020-05-28 10:00:00,9405.6,-3.1,-70.75
NIFTY 50,Short,2020-05-28 10:20:00,9424.9,2020-05-28 11:00:00,9447.95,-23.05,-93.80
NIFTY 50,Short,2020-05-28 11:15:00,9461.95,2020-05-28 11:30:00,9477.5,-15.55,-109.35
NIFTY 50,Short,2020-06-01 10:15:00,9821.25,2020-06-01 10:45:00,9846.55,-25.30,-134.65
NIFTY 50,Short,2020-06-22 09:50:00,10340.65,2020-06-22 12:15:00,10313.95,26.70,-107.95
NIFTY 50,Short,2020-07-15 10:50:00,10784.25,2020-07-15 10:55:00,10798.4,-14.15,-122.10
NIFTY 50,Short,2020-08-27 09:35:00,11591.05,2020-08-27 11:15:00,11601.8,-10.75,-132.85
NIFTY 50,Long,2020-09-21 14:40:00,11315.3,2020-09-21 15:15:00,11247.05,-68.25,-201.10
NIFTY 50,Short,2020-10-14 15:20:00,11967.55,2020-10-15 09:45:00,11976.45,-8.90,-210.00
NIFTY 50,Short,2020-11-06 10:10:00,12195.7,2020-11-06 11:35:00,12195.05,0.65,-209.35
NIFTY 50,Short,2020-11-10 09:20:00,12484.95,2020-11-10 09:25:00,12501.35,-16.40,-225.75
NIFTY 50,Short,2020-12-07 09:55:00,13304.7,2020-12-07 12:05:00,13317.75,-13.05,-238.80
NIFTY 50,Short,2020-12-24 10:15:00,13722.45,2020-12-24 12:00:00,13673.0,49.45,-189.35
NIFTY 50,Short,2021-02-02 10:00:00,14688.25,2021-02-02 12:10:00,14589.25,99.00,-90.35
NIFTY 50,Short,2021-02-25 09:55:00,15140.7,2021-02-25 12:30:00,15104.15,36.55,-53.80
NIFTY 50,Short,2021-03-30 10:40:00,14747.8,2021-03-30 10:45:00,14762.25,-14.45,-68.25
NIFTY 50,Short,2021-03-30 14:25:00,14852.55,2021-03-30 14:35:00,14854.8,-2.25,-70.50
NIFTY 50,Short,2021-04-28 13:00:00,14841.0,2021-04-28 13:05:00,14850.25,-9.25,-79.75
NIFTY 50,Short,2021-05-24 09:25:00,15213.6,2021-05-24 10:55:00,15220.95,-7.35,-87.10
NIFTY 50,Short,2021-06-22 10:20:00,15885.7,2021-06-22 10:25:00,15890.25,-4.55,-91.65
NIFTY 50,Short,2021-08-04 10:05:00,16253.35,2021-08-04 10:25:00,16277.55,-24.20,-115.85
NIFTY 50,Short,2021-08-04 10:35:00,16276.9,2021-08-04 12:10:00,16257.95,18.95,-96.90
NIFTY 50,Short,2021-08-30 10:45:00,16864.1,2021-08-30 12:40:00,16872.75,-8.65,-105.55
NIFTY 50,Short,2021-08-31 09:25:00,16972.9,2021-08-31 10:25:00,16963.9,9.0,-96.55
NIFTY 50,Short,2021-10-04 11:00:00,17733.3,2021-10-04 13:10:00,17675.6,57.7,-38.85
NIFTY 50,Short,2021-10-13 10:05:00,18107.25,2021-10-13 10:10:00,18117.15,-9.90,-48.75
NIFTY 50,Short,2021-11-12 14:15:00,18078.0,2021-11-12 14:30:00,18087.9,-9.9,-58.65
NIFTY 50,Short,2021-11-12 14:55:00,18104.1,2021-11-15 09:15:00,18199.6,-95.5,-154.15
NIFTY 50,Long,2021-12-20 10:30:00,16606.45,2021-12-20 11:25:00,16566.1,-40.35,-194.50
NIFTY 50,Short,2022-01-03 14:35:00,17630.95,2022-01-03 14:40:00,17634.2,-3.25,-197.75
NIFTY 50,Short,2022-01-27 14:45:00,17130.45,2022-01-27 15:25:00,17149.3,-18.85,-216.60
NIFTY 50,Short,2022-02-15 14:55:00,17311.85,2022-02-15 15:10:00,17350.9,-39.05,-255.65
NIFTY 50,Long,2022-02-24 10:15:00,16563.25,2022-02-24 11:55:00,16569.05,5.80,-249.85
NIFTY 50,Long,2022-03-07 10:45:00,15808.15,2022-03-07 13:05:00,15869.7,61.55,-188.30
NIFTY 50,Short,2022-03-09 09:45:00,16100.8,2022-03-09 10:10:00,16144.7,-43.9,-232.20
NIFTY 50,Short,2022-03-09 13:15:00,16298.1,2022-03-09 13:55:00,16340.65,-42.55,-274.75
NIFTY 50,Short,2022-03-17 10:35:00,17250.8,2022-03-17 10:40:00,17263.6,-12.8,-287.55
NIFTY 50,Short,2022-03-23 09:25:00,17379.7,2022-03-23 10:50:00,17365.6,14.1,-273.45
NIFTY 50,Short,2022-04-04 10:10:00,18064.8,2022-04-04 13:00:00,17938.3,126.5,-146.95
NIFTY 50,Short,2022-05-18 09:30:00,16339.75,2022-05-18 09:35:00,16357.55,-17.80,-164.75
NIFTY 50,Short,2022-05-30 10:30:00,16627.1,2022-05-30 10:35:00,16636.85,-9.75,-174.50
NIFTY 50,Short,2022-05-30 10:45:00,16635.15,2022-05-30 10:50:00,16643.75,-8.60,-183.10
NIFTY 50,Short,2022-05-30 11:20:00,16670.1,2022-05-30 14:45:00,16663.9,6.2,-176.90
NIFTY 50,Long,2022-06-13 10:25:00,15773.9,2022-06-13 12:25:00,15769.05,-4.85,-181.75
NIFTY 50,Short,2022-07-28 11:20:00,16861.3,2022-07-28 12:35:00,16906.85,-45.55,-227.30
NIFTY 50,Short,2022-08-30 11:35:00,17539.1,2022-08-30 12:00:00,17569.45,-30.35,-257.65
NIFTY 50,Short,2022-08-30 13:50:00,17648.6,2022-08-30 14:30:00,17692.85,-44.25,-301.90
NIFTY 50,Short,2022-11-01 10:20:00,18149.15,2022-11-01 13:25:00,18106.9,42.25,-259.65
NIFTY 50,Short,2022-11-07 09:30:00,18180.15,2022-11-07 11:10:00,18144.25,35.90,-223.75
